Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.1,"(+/- 1.1 )",11.0,"(+/- 0.8 )",12.3,"(+/- 1.0 )",7.9,"(+/- 0.8 )",9.9,"(+/- 0.9 )",14.6,"(+/- 1.2 )",9.3,"(+/- 0.9 )",14.0,"(+/- 1.2 )",10.6,"(+/- 1.0 )",10.3,"(+/- 1.2 )",8.3,"(+/- 1.0 )",11.7,"(+/- 1.0 )",12.1,"(+/- 1.1 )",7.2,"(+/- 0.8 )",6.7,"(+/- 0.8 )",21.2,"(+/- 1.4 )",6.5,"(+/- 0.6 )",5.7,"(+/- 0.7 )",7.9,"(+/- 0.7 )",10.4,"(+/- 1.0 )",18.1,"(+/- 1.4 )",13.4,"(+/- 1.1 )",14.1,"(+/- 1.2 )",14.2,"(+/- 1.0 )",9.5,"(+/- 1.0 )",7.9,"(+/- 0.8 )",11.1,"(+/- 0.9 )",12.8,"(+/- 0.9 )",14.8,"(+/- 1.0 )",11.0,"(+/- 1.0 )",11.7,"(+/- 1.2 )",10.2,"(+/- 0.9 )",9.8,"(+/- 1.1 )",20.9,"(+/- 1.0 )",11.0,"(+/- 1.0 )",13.4,"(+/- 1.1 )",15.3,"(+/- 1.2 )",9.6,"(+/- 0.8 )",9.2,"(+/- 1.0 )",15.5,"(+/- 1.2 )",10.4,"(+/- 1.1 )",7.1,"(+/- 0.9 )",12.9,"(+/- 1.1 )",15.0,"(+/- 1.4 )",9.1,"(+/- 0.9 )",11.0,"(+/- 1.0 )",13.2,"(+/- 1.0 )",8.6,"(+/- 0.8 )",7.5,"(+/- 1.0 )",10.4,"(+/- 1.1 )",14.9,"(+/- 1.4 )",9.1,"(+/- 1.0 )",9.4,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.9,"(+/- 1.5 )",9.3,"(+/- 1.2 )",8.2,"(+/- 1.5 )",8.5,"(+/- 1.6 )",8.9,"(+/- 1.4 )",14.0,"(+/- 2.2 )",8.5,"(+/- 1.5 )",12.0,"(+/- 1.8 )",11.6,"(+/- 1.9 )",9.3,"(+/- 2.0 )",7.0,"(+/- 1.5 )",16.3,"(+/- 2.3 )",13.2,"(+/- 1.8 )",9.4,"(+/- 1.6 )",7.5,"(+/- 1.4 )",21.2,"(+/- 2.6 )",10.4,"(+/- 1.8 )",7.3,"(+/- 1.4 )",10.3,"(+/- 1.7 )",10.1,"(+/- 1.7 )",14.9,"(+/- 3.0 )",11.1,"(+/- 1.8 )",12.9,"(+/- 2.0 )",8.8,"(+/- 1.4 )",10.3,"(+/- 1.8 )",6.5,"(+/- 1.3 )",13.0,"(+/- 1.4 )",14.9,"(+/- 1.8 )",18.9,"(+/- 2.0 )",10.6,"(+/- 1.6 )",14.8,"(+/- 3.0 )",12.4,"(+/- 1.7 )",8.8,"(+/- 1.5 )",27.4,"(+/- 2.5 )",13.2,"(+/- 2.3 )",10.7,"(+/- 1.3 )",12.9,"(+/- 1.8 )",10.4,"(+/- 1.5 )",8.0,"(+/- 1.3 )",19.2,"(+/- 2.6 )",10.0,"(+/- 2.0 )",7.2,"(+/- 1.3 )",11.3,"(+/- 1.9 )",16.4,"(+/- 2.2 )",9.0,"(+/- 1.7 )",14.7,"(+/- 2.7 )",14.6,"(+/- 1.6 )",9.2,"(+/- 1.3 )",6.6,"(+/- 1.1 )",9.5,"(+/- 1.6 )",17.3,"(+/- 2.4 )",7.1,"(+/- 1.6 )",8.7,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.3,"(+/- 1.4 )",7.2,"(+/- 1.1 )",9.7,"(+/- 1.2 )",6.0,"(+/- 1.0 )",7.1,"(+/- 1.3 )",12.9,"(+/- 1.8 )",7.3,"(+/- 1.2 )",12.4,"(+/- 1.8 )",10.2,"(+/- 1.4 )",10.3,"(+/- 1.6 )",7.0,"(+/- 1.2 )",7.2,"(+/- 1.2 )",9.2,"(+/- 1.5 )",4.3,"(+/- 0.9 )",4.4,"(+/- 0.8 )",23.3,"(+/- 2.0 )",4.3,"(+/- 0.8 )",3.3,"(+/- 0.9 )",5.5,"(+/- 0.8 )",8.1,"(+/- 1.4 )",21.0,"(+/- 1.9 )",12.8,"(+/- 1.5 )",14.4,"(+/- 2.1 )",9.8,"(+/- 1.5 )",8.2,"(+/- 1.3 )",7.1,"(+/- 1.0 )",8.1,"(+/- 1.1 )",8.8,"(+/- 1.4 )",13.0,"(+/- 1.2 )",8.3,"(+/- 1.2 )",10.6,"(+/- 1.7 )",9.2,"(+/- 1.3 )",5.9,"(+/- 1.1 )",18.5,"(+/- 1.6 )",10.4,"(+/- 1.3 )",13.5,"(+/- 1.8 )",12.5,"(+/- 1.8 )",7.5,"(+/- 1.1 )",6.9,"(+/- 1.1 )",15.7,"(+/- 1.5 )",9.4,"(+/- 1.5 )",6.4,"(+/- 1.2 )",12.8,"(+/- 1.7 )",14.9,"(+/- 1.4 )",6.2,"(+/- 1.1 )",8.8,"(+/- 1.2 )",11.6,"(+/- 1.4 )",6.8,"(+/- 0.9 )",4.9,"(+/- 1.1 )",7.5,"(+/- 1.3 )",14.1,"(+/- 1.8 )",5.9,"(+/- 1.2 )",7.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.4,"(+/- 2.1 )",23.4,"(+/- 2.0 )",30.3,"(+/- 2.5 )",19.2,"(+/- 1.9 )",23.1,"(+/- 2.1 )",27.0,"(+/- 1.9 )",22.4,"(+/- 2.1 )",29.7,"(+/- 2.7 )",25.0,"(+/- 2.6 )",25.1,"(+/- 3.3 )",20.1,"(+/- 2.6 )",19.1,"(+/- 1.6 )",21.4,"(+/- 1.8 )",18.3,"(+/- 2.2 )",19.4,"(+/- 2.5 )",36.5,"(+/- 2.8 )",15.2,"(+/- 1.8 )",16.0,"(+/- 1.9 )",22.1,"(+/- 2.3 )",23.8,"(+/- 2.2 )",33.4,"(+/- 3.7 )",27.9,"(+/- 2.5 )",27.9,"(+/- 2.7 )",31.2,"(+/- 1.9 )",25.1,"(+/- 2.5 )",18.1,"(+/- 2.0 )",25.1,"(+/- 2.5 )",22.1,"(+/- 1.5 )",32.2,"(+/- 2.1 )",23.5,"(+/- 2.1 )",25.9,"(+/- 3.1 )",27.4,"(+/- 2.9 )",18.7,"(+/- 2.5 )",33.4,"(+/- 1.9 )",30.1,"(+/- 2.8 )",26.2,"(+/- 2.1 )",27.3,"(+/- 1.9 )",29.9,"(+/- 2.3 )",27.4,"(+/- 2.9 )",37.0,"(+/- 3.1 )",27.6,"(+/- 2.9 )",20.8,"(+/- 2.4 )",24.7,"(+/- 2.5 )",33.2,"(+/- 4.0 )",20.7,"(+/- 2.4 )",26.9,"(+/- 2.3 )",23.1,"(+/- 1.9 )",18.1,"(+/- 1.8 )",19.2,"(+/- 2.0 )",27.5,"(+/- 2.8 )",31.5,"(+/- 2.9 )",18.2,"(+/- 2.3 )",17.8,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",157489,"(+/- 4230 )",156866,"(+/- 5161 )",206584,"(+/- 7254 )",170306,"(+/- 5712 )",165228,"(+/- 6071 )",189951,"(+/- 7089 )",199528,"(+/- 6894 )",199879,"(+/- 8247 )",217734,"(+/- 8054 )",213355,"(+/- 5579 )",194124,"(+/- 7190 )",122627,"(+/- 5009 )",183733,"(+/- 6360 )",163267,"(+/- 5079 )",191735,"(+/- 6232 )",227589,"(+/- 8545 )",176559,"(+/- 6676 )",183450,"(+/- 7659 )",188607,"(+/- 8127 )",210632,"(+/- 5307 )",211906,"(+/- 9364 )",230871,"(+/- 9728 )",204022,"(+/- 9322 )",212620,"(+/- 5625 )",193627,"(+/- 7991 )",181790,"(+/- 4372 )",155928,"(+/- 7492 )",134080,"(+/- 7001 )",168537,"(+/- 8242 )",181173,"(+/- 9697 )",198936,"(+/- 7388 )",174982,"(+/- 7336 )",163233,"(+/- 9278 )",153039,"(+/- 8438 )",211189,"(+/- 7046 )",165302,"(+/- 7426 )",161436,"(+/- 9780 )",184565,"(+/- 7262 )",189942,"(+/- 7635 )",190118,"(+/- 8016 )",218121,"(+/- 7668 )",237993,"(+/- 8172 )",183328,"(+/- 10212 )",179613,"(+/- 9703 )",212887,"(+/- 7806 )",189607,"(+/- 6817 )",171494,"(+/- 7406 )",159499,"(+/- 7103 )",174429,"(+/- 7155 )",197741,"(+/- 9465 )",184057,"(+/- 7551 )",194197,"(+/- 9812 )",184499,"(+/- 9070 )"
Education,"School Enrollment","Nursery school, preschool",6113,"(+/- 1198 )",7063,"(+/- 1358 )",8705,"(+/- 1877 )",7461,"(+/- 1563 )",8488,"(+/- 1679 )",6709,"(+/- 1607 )",9186,"(+/- 1752 )",5374,"(+/- 1831 )",8837,"(+/- 1885 )",7890,"(+/- 1687 )",9874,"(+/- 1752 )",7422,"(+/- 1234 )",11024,"(+/- 1550 )",10736,"(+/- 1627 )",10579,"(+/- 1907 )",9120,"(+/- 2080 )",10249,"(+/- 1520 )",11189,"(+/- 1846 )",9276,"(+/- 2040 )",7299,"(+/- 1690 )",6270,"(+/- 1567 )",8142,"(+/- 1896 )",7672,"(+/- 1964 )",6811,"(+/- 1051 )",7093,"(+/- 1625 )",7569,"(+/- 1370 )",9427,"(+/- 1623 )",8100,"(+/- 1681 )",8159,"(+/- 1821 )",10416,"(+/- 1941 )",6914,"(+/- 1611 )",5614,"(+/- 1235 )",8875,"(+/- 1714 )",6406,"(+/- 1570 )",8336,"(+/- 1733 )",4817,"(+/- 1204 )",8845,"(+/- 2245 )",6810,"(+/- 1283 )",6320,"(+/- 1529 )",6357,"(+/- 1241 )",6646,"(+/- 1642 )",8589,"(+/- 2019 )",6551,"(+/- 1553 )",6197,"(+/- 1237 )",13597,"(+/- 2268 )",7398,"(+/- 1618 )",7393,"(+/- 1489 )",11122,"(+/- 2076 )",8503,"(+/- 1613 )",7599,"(+/- 1838 )",6918,"(+/- 1561 )",11575,"(+/- 2855 )",9258,"(+/- 1595 )"
Education,"School Enrollment",Kindergarten,7322,"(+/- 1218 )",8065,"(+/- 1592 )",9455,"(+/- 1505 )",10097,"(+/- 1995 )",6283,"(+/- 1413 )",10243,"(+/- 2228 )",10464,"(+/- 1965 )",10334,"(+/- 1967 )",11645,"(+/- 2267 )",11035,"(+/- 2129 )",10065,"(+/- 1635 )",5620,"(+/- 1140 )",8168,"(+/- 1874 )",8918,"(+/- 1605 )",9528,"(+/- 1585 )",14276,"(+/- 2825 )",10082,"(+/- 1762 )",7465,"(+/- 1378 )",9619,"(+/- 1780 )",9098,"(+/- 1893 )",12158,"(+/- 1767 )",14559,"(+/- 2511 )",10321,"(+/- 2179 )",8873,"(+/- 1778 )",8682,"(+/- 1696 )",9448,"(+/- 1619 )",7657,"(+/- 1816 )",5371,"(+/- 1455 )",7087,"(+/- 1096 )",9903,"(+/- 2039 )",11940,"(+/- 2089 )",6493,"(+/- 1284 )",7493,"(+/- 1413 )",9345,"(+/- 1509 )",9458,"(+/- 1615 )",8624,"(+/- 2156 )",7139,"(+/- 1796 )",7175,"(+/- 1473 )",8722,"(+/- 1801 )",9338,"(+/- 1630 )",8003,"(+/- 1486 )",10928,"(+/- 1760 )",10876,"(+/- 2215 )",9640,"(+/- 1870 )",9320,"(+/- 1909 )",7633,"(+/- 1336 )",7044,"(+/- 1375 )",6615,"(+/- 1474 )",7644,"(+/- 1837 )",11428,"(+/- 2005 )",9295,"(+/- 1622 )",8622,"(+/- 1512 )",8255,"(+/- 1909 )"
Education,"School Enrollment","Elementary school (grades 1-8)",62696,"(+/- 3138 )",60553,"(+/- 3301 )",76775,"(+/- 3923 )",72294,"(+/- 3119 )",63266,"(+/- 3714 )",72766,"(+/- 4814 )",85613,"(+/- 4890 )",90207,"(+/- 5991 )",93092,"(+/- 5279 )",96970,"(+/- 4606 )",74677,"(+/- 4088 )",39445,"(+/- 2211 )",58885,"(+/- 3416 )",57712,"(+/- 3038 )",77714,"(+/- 4443 )",96190,"(+/- 4961 )",63418,"(+/- 3605 )",73825,"(+/- 4999 )",69646,"(+/- 4606 )",80538,"(+/- 3268 )",98335,"(+/- 5697 )",100812,"(+/- 6634 )",88645,"(+/- 6227 )",65153,"(+/- 2298 )",78556,"(+/- 5240 )",73496,"(+/- 2841 )",54971,"(+/- 5041 )",47684,"(+/- 4139 )",67426,"(+/- 4780 )",65702,"(+/- 5579 )",83587,"(+/- 4705 )",65882,"(+/- 4220 )",53295,"(+/- 3945 )",53230,"(+/- 4070 )",86184,"(+/- 4917 )",67803,"(+/- 4537 )",59327,"(+/- 5721 )",69718,"(+/- 4586 )",68271,"(+/- 4332 )",80115,"(+/- 5014 )",86978,"(+/- 4640 )",103399,"(+/- 5667 )",74182,"(+/- 5275 )",72834,"(+/- 5759 )",73415,"(+/- 6204 )",70638,"(+/- 4747 )",65268,"(+/- 4542 )",59028,"(+/- 4159 )",71972,"(+/- 5745 )",83244,"(+/- 6257 )",74172,"(+/- 4289 )",64130,"(+/- 4976 )",62642,"(+/- 5602 )"
Education,"School Enrollment","High school (grades 9-12)",38233,"(+/- 2868 )",36225,"(+/- 2681 )",39804,"(+/- 3098 )",38687,"(+/- 3008 )",36034,"(+/- 3329 )",44255,"(+/- 2908 )",42943,"(+/- 3402 )",48362,"(+/- 4158 )",50485,"(+/- 3736 )",51878,"(+/- 3468 )",45977,"(+/- 3548 )",18862,"(+/- 1765 )",33237,"(+/- 2565 )",37221,"(+/- 2963 )",40988,"(+/- 2971 )",54488,"(+/- 3970 )",34354,"(+/- 3068 )",36930,"(+/- 2733 )",42246,"(+/- 3531 )",44352,"(+/- 2361 )",57201,"(+/- 4393 )",50853,"(+/- 3740 )",52905,"(+/- 5131 )",37854,"(+/- 2671 )",44887,"(+/- 3679 )",39729,"(+/- 2428 )",28968,"(+/- 2877 )",27097,"(+/- 2984 )",37787,"(+/- 3410 )",35107,"(+/- 3520 )",40549,"(+/- 4068 )",40741,"(+/- 3499 )",31424,"(+/- 3275 )",31769,"(+/- 3712 )",50823,"(+/- 3747 )",42937,"(+/- 4209 )",24682,"(+/- 2916 )",40787,"(+/- 3454 )",35620,"(+/- 3451 )",46709,"(+/- 3619 )",46465,"(+/- 3351 )",55835,"(+/- 4368 )",38448,"(+/- 4217 )",47559,"(+/- 4383 )",38581,"(+/- 3850 )",45194,"(+/- 3008 )",32724,"(+/- 3135 )",32211,"(+/- 3208 )",39431,"(+/- 3934 )",41799,"(+/- 3535 )",42350,"(+/- 2922 )",34678,"(+/- 3290 )",35338,"(+/- 3681 )"
Education,"School Enrollment","College or graduate school",43125,"(+/- 3226 )",44960,"(+/- 3407 )",71845,"(+/- 4531 )",41767,"(+/- 3234 )",51157,"(+/- 4978 )",55978,"(+/- 4447 )",51322,"(+/- 3867 )",45602,"(+/- 3838 )",53675,"(+/- 4505 )",45582,"(+/- 3846 )",53531,"(+/- 3937 )",51278,"(+/- 4377 )",72419,"(+/- 4934 )",48680,"(+/- 3639 )",52926,"(+/- 3825 )",53515,"(+/- 4113 )",58456,"(+/- 4932 )",54041,"(+/- 4011 )",57820,"(+/- 4496 )",69345,"(+/- 4767 )",37942,"(+/- 4214 )",56505,"(+/- 4938 )",44479,"(+/- 4933 )",93929,"(+/- 4787 )",54409,"(+/- 3752 )",51548,"(+/- 3748 )",54905,"(+/- 4025 )",45828,"(+/- 3505 )",48078,"(+/- 4464 )",60045,"(+/- 5377 )",55946,"(+/- 5169 )",56252,"(+/- 4337 )",62146,"(+/- 6355 )",52289,"(+/- 4909 )",56388,"(+/- 4707 )",41121,"(+/- 3874 )",61443,"(+/- 3888 )",60075,"(+/- 3976 )",71009,"(+/- 6661 )",47599,"(+/- 3524 )",70029,"(+/- 6390 )",59242,"(+/- 6037 )",53271,"(+/- 4008 )",43383,"(+/- 4038 )",77974,"(+/- 5610 )",58744,"(+/- 5168 )",59065,"(+/- 4167 )",50523,"(+/- 3563 )",46879,"(+/- 4283 )",53671,"(+/- 4302 )",51322,"(+/- 3935 )",75192,"(+/- 5811 )",69006,"(+/- 5618 )"
Education,"Educational Attainment","Population 25 years and over",496445,"(+/- 5584 )",527660,"(+/- 5050 )",496883,"(+/- 5448 )",570402,"(+/- 6567 )",509659,"(+/- 7148 )",535718,"(+/- 8380 )",543858,"(+/- 8072 )",480461,"(+/- 8620 )",521398,"(+/- 8586 )",499623,"(+/- 5109 )",539741,"(+/- 8510 )",577115,"(+/- 6191 )",550780,"(+/- 5784 )",529310,"(+/- 7957 )",558900,"(+/- 7082 )",451698,"(+/- 7211 )",561144,"(+/- 9285 )",507909,"(+/- 8723 )",499840,"(+/- 9857 )",485871,"(+/- 4969 )",424373,"(+/- 9495 )",508632,"(+/- 7970 )",486125,"(+/- 11007 )",480568,"(+/- 2026 )",493162,"(+/- 10142 )",488999,"(+/- 3810 )",506141,"(+/- 7978 )",537905,"(+/- 11634 )",475380,"(+/- 12855 )",556099,"(+/- 15137 )",490212,"(+/- 9829 )",473300,"(+/- 8372 )",502337,"(+/- 10094 )",503672,"(+/- 14934 )",478553,"(+/- 8500 )",548159,"(+/- 9503 )",501740,"(+/- 13368 )",474525,"(+/- 11090 )",518733,"(+/- 8621 )",435936,"(+/- 9822 )",475900,"(+/- 8628 )",543675,"(+/- 11281 )",491542,"(+/- 11777 )",458781,"(+/- 12490 )",560131,"(+/- 8780 )",466300,"(+/- 9925 )",496636,"(+/- 11342 )",528401,"(+/- 8275 )",508045,"(+/- 9173 )",504485,"(+/- 9632 )",461475,"(+/- 10503 )",545726,"(+/- 10305 )",539806,"(+/- 12282 )"
Education,"Educational Attainment","Less than 9th grade",15037,"(+/- 2172 )",23896,"(+/- 3983 )",38681,"(+/- 3505 )",10864,"(+/- 1953 )",36039,"(+/- 3584 )",46164,"(+/- 3934 )",24791,"(+/- 3418 )",27177,"(+/- 3559 )",55027,"(+/- 4284 )",54121,"(+/- 5195 )",35196,"(+/- 3847 )",40516,"(+/- 4055 )",43868,"(+/- 4413 )",33118,"(+/- 4371 )",30604,"(+/- 3472 )",78306,"(+/- 6258 )",25972,"(+/- 2720 )",16574,"(+/- 2909 )",47334,"(+/- 4027 )",66155,"(+/- 4725 )",92706,"(+/- 6308 )",51463,"(+/- 3989 )",38882,"(+/- 4957 )",38811,"(+/- 3482 )",35833,"(+/- 3645 )",48252,"(+/- 3976 )",41186,"(+/- 3986 )",33696,"(+/- 3996 )",81856,"(+/- 5323 )",29828,"(+/- 3881 )",38687,"(+/- 3606 )",62754,"(+/- 3850 )",10819,"(+/- 2535 )",92022,"(+/- 5474 )",64748,"(+/- 5055 )",59589,"(+/- 5674 )",60204,"(+/- 5070 )",51059,"(+/- 4182 )",28032,"(+/- 3566 )",115434,"(+/- 5937 )",54885,"(+/- 3942 )",30159,"(+/- 3401 )",62233,"(+/- 5113 )",88795,"(+/- 6265 )",13519,"(+/- 2169 )",71590,"(+/- 5468 )",47577,"(+/- 3850 )",23160,"(+/- 3105 )",28174,"(+/- 4263 )",38103,"(+/- 4369 )",59537,"(+/- 4717 )",12593,"(+/- 2962 )",25031,"(+/- 4015 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",30100,"(+/- 3076 )",21635,"(+/- 3371 )",32757,"(+/- 3025 )",22634,"(+/- 3003 )",25576,"(+/- 3041 )",36085,"(+/- 3563 )",26292,"(+/- 3493 )",50211,"(+/- 4732 )",47657,"(+/- 4608 )",43817,"(+/- 3905 )",25743,"(+/- 3015 )",20727,"(+/- 2957 )",25671,"(+/- 2979 )",20728,"(+/- 2749 )",24194,"(+/- 2463 )",54282,"(+/- 4860 )",17778,"(+/- 2363 )",12323,"(+/- 2367 )",34033,"(+/- 3586 )",37111,"(+/- 3276 )",54351,"(+/- 4861 )",32527,"(+/- 2908 )",41785,"(+/- 4231 )",25846,"(+/- 3267 )",33793,"(+/- 4017 )",31088,"(+/- 4186 )",23690,"(+/- 2090 )",25732,"(+/- 2881 )",49641,"(+/- 3895 )",24040,"(+/- 3131 )",48547,"(+/- 4053 )",42777,"(+/- 3048 )",9055,"(+/- 1742 )",52525,"(+/- 3875 )",48481,"(+/- 4220 )",44352,"(+/- 4227 )",35999,"(+/- 3774 )",39626,"(+/- 3080 )",25332,"(+/- 2935 )",62169,"(+/- 4716 )",44622,"(+/- 4069 )",31969,"(+/- 3531 )",44274,"(+/- 4204 )",55969,"(+/- 3876 )",14427,"(+/- 3205 )",51326,"(+/- 4943 )",37032,"(+/- 3620 )",21209,"(+/- 2629 )",17965,"(+/- 2896 )",27675,"(+/- 2949 )",61314,"(+/- 5516 )",12433,"(+/- 2090 )",23297,"(+/- 3676 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",131707,"(+/- 6283 )",96364,"(+/- 5462 )",119191,"(+/- 5280 )",114749,"(+/- 6425 )",100257,"(+/- 5266 )",116575,"(+/- 7270 )",114500,"(+/- 5396 )",139450,"(+/- 6852 )",134247,"(+/- 6343 )",141705,"(+/- 6645 )",93936,"(+/- 5808 )",63710,"(+/- 5036 )",77759,"(+/- 4670 )",84249,"(+/- 5502 )",100068,"(+/- 6035 )",125393,"(+/- 7025 )",68976,"(+/- 5084 )",49014,"(+/- 4010 )",95042,"(+/- 5260 )",97382,"(+/- 5534 )",133453,"(+/- 7736 )",115503,"(+/- 6452 )",127527,"(+/- 7955 )",85406,"(+/- 5095 )",116526,"(+/- 6404 )",94158,"(+/- 5962 )",92083,"(+/- 6216 )",84736,"(+/- 5984 )",115351,"(+/- 6010 )",91381,"(+/- 8247 )",137742,"(+/- 7250 )",124561,"(+/- 5786 )",45962,"(+/- 4377 )",104595,"(+/- 5239 )",139576,"(+/- 6282 )",154901,"(+/- 8476 )",89001,"(+/- 6451 )",120534,"(+/- 6617 )",89779,"(+/- 6168 )",113267,"(+/- 6339 )",147661,"(+/- 7596 )",133181,"(+/- 7846 )",108431,"(+/- 5784 )",120887,"(+/- 5935 )",68448,"(+/- 5293 )",114165,"(+/- 7082 )",93864,"(+/- 5678 )",89275,"(+/- 4738 )",74111,"(+/- 4551 )",102325,"(+/- 5754 )",127986,"(+/- 6328 )",61409,"(+/- 5038 )",96938,"(+/- 6774 )"
Education,"Educational Attainment","Some college, no degree",132323,"(+/- 5759 )",115702,"(+/- 5745 )",119904,"(+/- 5423 )",134918,"(+/- 6056 )",116907,"(+/- 5644 )",121443,"(+/- 6661 )",128955,"(+/- 6794 )",128293,"(+/- 7649 )",117351,"(+/- 5881 )",116068,"(+/- 5502 )",92967,"(+/- 5497 )",62936,"(+/- 4305 )",87870,"(+/- 4435 )",90192,"(+/- 5565 )",93594,"(+/- 5454 )",98609,"(+/- 5475 )",60750,"(+/- 4486 )",62223,"(+/- 4253 )",91947,"(+/- 5336 )",96442,"(+/- 6036 )",79131,"(+/- 5575 )",115953,"(+/- 7181 )",122394,"(+/- 6399 )",107217,"(+/- 5369 )",110562,"(+/- 5881 )",96508,"(+/- 5625 )",79467,"(+/- 4996 )",81346,"(+/- 5058 )",81320,"(+/- 4356 )",99211,"(+/- 5852 )",99815,"(+/- 6138 )",91341,"(+/- 4980 )",71332,"(+/- 5334 )",72595,"(+/- 5074 )",96321,"(+/- 5452 )",122086,"(+/- 5863 )",79100,"(+/- 5571 )",97088,"(+/- 5634 )",102070,"(+/- 5746 )",71850,"(+/- 4219 )",99762,"(+/- 6726 )",136449,"(+/- 7310 )",95270,"(+/- 6269 )",92890,"(+/- 4630 )",97029,"(+/- 6140 )",93867,"(+/- 5913 )",98812,"(+/- 4836 )",96543,"(+/- 4757 )",105731,"(+/- 6882 )",117930,"(+/- 6316 )",107215,"(+/- 5241 )",85482,"(+/- 5389 )",114820,"(+/- 7183 )"
Education,"Educational Attainment","Associate's degree",50629,"(+/- 3928 )",43299,"(+/- 3945 )",48255,"(+/- 4263 )",61575,"(+/- 4634 )",48457,"(+/- 4053 )",45618,"(+/- 3567 )",56552,"(+/- 4353 )",42301,"(+/- 4100 )",55258,"(+/- 4737 )",40699,"(+/- 4048 )",37409,"(+/- 3363 )",28898,"(+/- 3303 )",31019,"(+/- 3268 )",40199,"(+/- 3833 )",42765,"(+/- 3090 )",29667,"(+/- 3238 )",34788,"(+/- 3542 )",27734,"(+/- 3088 )",40571,"(+/- 3803 )",40135,"(+/- 3782 )",27773,"(+/- 3421 )",49352,"(+/- 3832 )",42171,"(+/- 3986 )",42128,"(+/- 3921 )",49199,"(+/- 4179 )",49906,"(+/- 3728 )",38621,"(+/- 3270 )",39897,"(+/- 4413 )",31328,"(+/- 2902 )",47030,"(+/- 3980 )",38170,"(+/- 3730 )",34321,"(+/- 2843 )",27862,"(+/- 2853 )",25049,"(+/- 2691 )",36163,"(+/- 3486 )",44137,"(+/- 3408 )",30470,"(+/- 3005 )",37467,"(+/- 3133 )",46923,"(+/- 3598 )",20551,"(+/- 2413 )",39772,"(+/- 3728 )",55923,"(+/- 4793 )",34211,"(+/- 3327 )",29021,"(+/- 3111 )",43160,"(+/- 4116 )",30171,"(+/- 3023 )",38818,"(+/- 3098 )",39528,"(+/- 3356 )",37989,"(+/- 3054 )",46273,"(+/- 3815 )",31961,"(+/- 3040 )",40346,"(+/- 3560 )",48756,"(+/- 4097 )"
