Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",89693,"(+/- 4147 )",77450,"(+/- 2876 )",80619,"(+/- 3072 )",110613,"(+/- 3602 )",61713,"(+/- 2014 )",76760,"(+/- 2302 )",94208,"(+/- 3270 )",88271,"(+/- 4253 )",79545,"(+/- 3561 )",92132,"(+/- 4167 )",73013,"(+/- 2793 )",87454,"(+/- 2994 )",88086,"(+/- 3371 )",97723,"(+/- 5056 )",82444,"(+/- 2742 )",99874,"(+/- 3297 )",76095,"(+/- 2439 )",104787,"(+/- 4567 )",107814,"(+/- 4402 )",71801,"(+/- 2609 )",104276,"(+/- 3955 )",105978,"(+/- 3907 )",103822,"(+/- 3700 )",69399,"(+/- 3297 )",82421,"(+/- 2674 )",86697,"(+/- 3458 )",113308,"(+/- 5132 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",777332,"(+/- 4709 )",711781,"(+/- 12912 )",752731,"(+/- 8082 )",877154,"(+/- 18234 )",717081,"(+/- 17587 )",806692,"(+/- 12415 )",783790,"(+/- 17818 )",787493,"(+/- 3282 )",995328,"(+/- 25146 )",855176,"(+/- 21160 )",834420,"(+/- 13324 )",822959,"(+/- 8780 )",713423,"(+/- 8824 )",802942,"(+/- 15109 )",811725,"(+/- 20179 )",897760,"(+/- 16708 )",785810,"(+/- 13462 )",803067,"(+/- 11906 )",858611,"(+/- 13115 )",750099,"(+/- 14956 )",795117,"(+/- 11998 )",778452,"(+/- 10449 )",763515,"(+/- 10015 )",727530,"(+/- 17957 )",755329,"(+/- 15447 )",776698,"(+/- 16705 )",723868,"(+/- 19293 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",679777,"(+/- 9703 )",630834,"(+/- 12777 )",674311,"(+/- 9472 )",797634,"(+/- 16968 )",624912,"(+/- 15480 )",707349,"(+/- 13468 )",697305,"(+/- 16793 )",701724,"(+/- 7879 )",870083,"(+/- 23772 )",735872,"(+/- 18972 )",742541,"(+/- 14668 )",734202,"(+/- 10614 )",629839,"(+/- 10596 )",711928,"(+/- 15838 )",713372,"(+/- 19341 )",798514,"(+/- 16093 )",688561,"(+/- 14137 )",717126,"(+/- 13604 )",769376,"(+/- 13819 )",632512,"(+/- 13991 )",683892,"(+/- 12718 )",686025,"(+/- 12743 )",683584,"(+/- 11090 )",593866,"(+/- 16770 )",656810,"(+/- 15681 )",670636,"(+/- 17451 )",634831,"(+/- 18356 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",520401,"(+/- 14725 )",437546,"(+/- 13866 )",503595,"(+/- 11872 )",666338,"(+/- 17672 )",428438,"(+/- 15434 )",490819,"(+/- 13937 )",559476,"(+/- 16067 )",522255,"(+/- 11840 )",613781,"(+/- 22754 )",535503,"(+/- 20263 )",496630,"(+/- 16527 )",521718,"(+/- 13338 )",442816,"(+/- 11968 )",517200,"(+/- 14856 )",501176,"(+/- 17062 )",611401,"(+/- 15669 )",451644,"(+/- 13384 )",528340,"(+/- 15286 )",547413,"(+/- 14348 )",410846,"(+/- 14553 )",488529,"(+/- 15550 )",516137,"(+/- 14397 )",519364,"(+/- 13724 )",351447,"(+/- 14369 )",464301,"(+/- 17091 )",440384,"(+/- 15472 )",467303,"(+/- 16035 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",286644,"(+/- 10573 )",297687,"(+/- 12106 )",275932,"(+/- 11178 )",245394,"(+/- 10812 )",283905,"(+/- 13328 )",348312,"(+/- 10364 )",210244,"(+/- 10353 )",324879,"(+/- 8250 )",354290,"(+/- 16794 )",261339,"(+/- 14537 )",434518,"(+/- 10857 )",320355,"(+/- 9702 )",276546,"(+/- 9161 )",259518,"(+/- 10953 )",295925,"(+/- 15545 )",350358,"(+/- 11403 )",398681,"(+/- 9723 )",323352,"(+/- 10050 )",392487,"(+/- 12360 )",275498,"(+/- 10907 )",298898,"(+/- 10764 )",256955,"(+/- 10738 )",222390,"(+/- 10158 )",276166,"(+/- 12831 )",271465,"(+/- 9981 )",278683,"(+/- 13156 )",207470,"(+/- 9884 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",97555,"(+/- 9053 )",80947,"(+/- 7208 )",78420,"(+/- 6548 )",79520,"(+/- 8623 )",92169,"(+/- 9368 )",99343,"(+/- 8015 )",86485,"(+/- 7461 )",85769,"(+/- 7430 )",125245,"(+/- 9371 )",119304,"(+/- 10786 )",91879,"(+/- 8952 )",88757,"(+/- 7329 )",83584,"(+/- 6602 )",91014,"(+/- 6958 )",98353,"(+/- 7550 )",99246,"(+/- 9818 )",97249,"(+/- 9964 )",85941,"(+/- 9649 )",89235,"(+/- 7995 )",117587,"(+/- 9760 )",111225,"(+/- 10521 )",92427,"(+/- 8974 )",79931,"(+/- 8173 )",133664,"(+/- 9162 )",98519,"(+/- 7219 )",106062,"(+/- 8833 )",89037,"(+/- 7288 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",184234,"(+/- 1655 )",166067,"(+/- 6244 )",172366,"(+/- 4338 )",200991,"(+/- 8187 )",174664,"(+/- 8109 )",147478,"(+/- 5205 )",163303,"(+/- 6517 )",147184,"(+/- 2244 )",239285,"(+/- 10357 )",218636,"(+/- 8942 )",138737,"(+/- 6494 )",168709,"(+/- 5030 )",119747,"(+/- 4925 )",179650,"(+/- 8898 )",187612,"(+/- 9593 )",180106,"(+/- 8690 )",136485,"(+/- 5295 )",155075,"(+/- 5727 )",149500,"(+/- 6007 )",179967,"(+/- 8908 )",163223,"(+/- 7416 )",146551,"(+/- 7181 )",177103,"(+/- 8051 )",163306,"(+/- 9153 )",155580,"(+/- 8750 )",175360,"(+/- 9010 )",142880,"(+/- 9496 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",15857,"(+/- 3676 )",12647,"(+/- 2833 )",7431,"(+/- 2162 )",12850,"(+/- 3194 )",14620,"(+/- 3882 )",12601,"(+/- 3235 )",9860,"(+/- 2505 )",11096,"(+/- 3208 )",16345,"(+/- 3120 )",13712,"(+/- 3237 )",10743,"(+/- 2657 )",11176,"(+/- 3245 )",8820,"(+/- 2397 )",5999,"(+/- 1820 )",10411,"(+/- 2508 )",15090,"(+/- 3561 )",12597,"(+/- 3387 )",14432,"(+/- 3926 )",12064,"(+/- 2754 )",13927,"(+/- 3175 )",18651,"(+/- 4291 )",15523,"(+/- 4469 )",11158,"(+/- 2766 )",11644,"(+/- 2728 )",9919,"(+/- 2934 )",13289,"(+/- 3443 )",9266,"(+/- 2064 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.3,"(+/- 1.4 )",10.8,"(+/- 1.2 )",9.3,"(+/- 1.3 )",5.7,"(+/- 1.1 )",16.2,"(+/- 2.0 )",7.8,"(+/- 1.2 )",7.3,"(+/- 1.1 )",7.6,"(+/- 1.3 )",11.9,"(+/- 1.5 )",13.4,"(+/- 1.8 )",7.6,"(+/- 1.2 )",7.1,"(+/- 1.0 )",8.2,"(+/- 1.2 )",11.6,"(+/- 1.4 )",9.0,"(+/- 1.3 )",6.2,"(+/- 0.9 )",9.0,"(+/- 1.2 )",6.2,"(+/- 0.9 )",8.4,"(+/- 1.2 )",13.5,"(+/- 1.6 )",7.7,"(+/- 1.1 )",6.6,"(+/- 1.2 )",9.3,"(+/- 1.4 )",15.7,"(+/- 1.7 )",10.1,"(+/- 1.3 )",10.0,"(+/- 1.3 )",10.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.9,"(+/- 2.9 )",18.7,"(+/- 2.4 )",13.8,"(+/- 2.4 )",9.3,"(+/- 2.2 )",25.7,"(+/- 3.9 )",13.4,"(+/- 2.9 )",10.8,"(+/- 2.1 )",13.0,"(+/- 3.1 )",16.3,"(+/- 2.7 )",19.9,"(+/- 3.2 )",16.6,"(+/- 3.6 )",12.5,"(+/- 2.0 )",13.7,"(+/- 2.8 )",17.7,"(+/- 2.4 )",14.7,"(+/- 2.6 )",10.7,"(+/- 2.2 )",15.8,"(+/- 2.8 )",9.9,"(+/- 2.1 )",16.0,"(+/- 3.0 )",19.1,"(+/- 3.0 )",13.8,"(+/- 2.1 )",10.0,"(+/- 2.0 )",11.5,"(+/- 2.5 )",20.7,"(+/- 3.1 )",15.5,"(+/- 2.8 )",13.6,"(+/- 2.3 )",12.4,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.0,"(+/- 8.1 )",21.8,"(+/- 8.0 )",11.3,"(+/- 5.1 )",11.6,"(+/- 6.8 )",26.8,"(+/- 10.8 )",12.4,"(+/- 7.2 )",10.2,"(+/- 5.3 )",13.7,"(+/- 7.5 )",15.3,"(+/- 5.6 )",15.6,"(+/- 7.3 )",23.3,"(+/- 12.3 )",7.5,"(+/- 5.4 )",10.2,"(+/- 5.2 )",18.2,"(+/- 7.5 )",10.0,"(+/- 4.3 )",9.1,"(+/- 6.1 )",17.0,"(+/- 7.4 )",10.8,"(+/- 5.8 )",9.1,"(+/- 5.7 )",24.3,"(+/- 8.1 )",8.9,"(+/- 5.3 )",8.7,"(+/- 5.2 )",11.3,"(+/- 6.5 )",26.5,"(+/- 7.9 )",18.5,"(+/- 8.6 )",13.9,"(+/- 5.2 )",22.4,"(+/- 7.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.3,"(+/- 1.3 )",5.1,"(+/- 0.9 )",3.9,"(+/- 1.0 )",3.6,"(+/- 1.0 )",7.5,"(+/- 2.5 )",4.8,"(+/- 0.9 )",3.9,"(+/- 1.0 )",5.0,"(+/- 0.9 )",8.0,"(+/- 1.4 )",7.0,"(+/- 1.8 )",4.2,"(+/- 0.8 )",4.4,"(+/- 0.9 )",4.3,"(+/- 1.0 )",4.9,"(+/- 1.1 )",5.7,"(+/- 1.4 )",4.2,"(+/- 0.9 )",6.1,"(+/- 1.1 )",4.0,"(+/- 1.0 )",4.8,"(+/- 1.0 )",7.0,"(+/- 1.5 )",5.0,"(+/- 1.0 )",4.8,"(+/- 1.1 )",5.6,"(+/- 1.2 )",11.5,"(+/- 1.9 )",7.1,"(+/- 1.3 )",7.1,"(+/- 1.4 )",8.1,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.0,"(+/- 3.2 )",6.6,"(+/- 2.1 )",4.1,"(+/- 1.7 )",5.7,"(+/- 2.3 )",13.3,"(+/- 5.8 )",7.3,"(+/- 2.4 )",4.6,"(+/- 1.9 )",7.4,"(+/- 2.5 )",9.1,"(+/- 2.3 )",9.8,"(+/- 3.2 )",7.8,"(+/- 2.6 )",6.1,"(+/- 1.7 )",4.9,"(+/- 1.9 )",6.1,"(+/- 1.9 )",8.3,"(+/- 3.3 )",5.2,"(+/- 1.8 )",8.6,"(+/- 2.7 )",4.3,"(+/- 1.6 )",6.7,"(+/- 2.5 )",8.4,"(+/- 2.7 )",7.5,"(+/- 2.2 )",6.4,"(+/- 2.1 )",4.9,"(+/- 1.7 )",13.7,"(+/- 3.0 )",10.4,"(+/- 3.0 )",8.5,"(+/- 2.5 )",7.0,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.8,"(+/- 6.9 )",7.2,"(+/- 5.1 )",0.4,"(+/- 0.7 )",10.0,"(+/- 7.7 )",8.8,"(+/- 6.8 )",3.6,"(+/- 5.9 )",2.9,"(+/- 2.7 )",8.1,"(+/- 5.7 )",6.3,"(+/- 3.9 )",6.9,"(+/- 4.5 )",0.0,"(+/- 5.4 )",0.9,"(+/- 1.5 )",5.8,"(+/- 5.1 )",4.4,"(+/- 6.1 )",6.6,"(+/- 5.2 )",3.6,"(+/- 5.5 )",8.8,"(+/- 8.2 )",6.6,"(+/- 4.8 )",4.1,"(+/- 4.0 )",11.3,"(+/- 8.0 )",5.1,"(+/- 5.5 )",5.8,"(+/- 5.5 )",9.3,"(+/- 6.4 )",22.4,"(+/- 10.8 )",14.8,"(+/- 8.8 )",1.3,"(+/- 1.6 )",13.6,"(+/- 8.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",25.5,"(+/- 4.8 )",28.7,"(+/- 4.6 )",26.2,"(+/- 4.6 )",13.4,"(+/- 3.7 )",30.5,"(+/- 4.2 )",19.1,"(+/- 4.9 )",19.5,"(+/- 4.2 )",20.2,"(+/- 5.3 )",24.1,"(+/- 4.0 )",29.1,"(+/- 4.3 )",21.7,"(+/- 5.7 )",19.8,"(+/- 4.2 )",20.5,"(+/- 3.9 )",29.9,"(+/- 4.6 )",18.3,"(+/- 3.7 )",16.2,"(+/- 4.1 )",20.8,"(+/- 3.8 )",15.4,"(+/- 3.9 )",27.7,"(+/- 5.7 )",24.1,"(+/- 3.6 )",18.7,"(+/- 3.9 )",12.3,"(+/- 3.6 )",21.5,"(+/- 4.5 )",24.9,"(+/- 3.7 )",18.7,"(+/- 3.5 )",19.5,"(+/- 3.2 )",17.0,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.6,"(+/- 7.6 )",38.4,"(+/- 5.9 )",34.3,"(+/- 7.2 )",19.7,"(+/- 5.9 )",39.2,"(+/- 6.0 )",26.3,"(+/- 7.3 )",28.3,"(+/- 6.5 )",30.2,"(+/- 9.0 )",32.1,"(+/- 6.1 )",38.9,"(+/- 6.0 )",33.9,"(+/- 9.1 )",29.2,"(+/- 6.2 )",25.9,"(+/- 6.1 )",40.4,"(+/- 6.4 )",28.5,"(+/- 5.9 )",26.7,"(+/- 7.2 )",29.0,"(+/- 6.1 )",22.4,"(+/- 6.2 )",37.9,"(+/- 8.3 )",32.9,"(+/- 5.7 )",28.8,"(+/- 6.2 )",18.3,"(+/- 5.9 )",28.0,"(+/- 6.6 )",33.0,"(+/- 6.6 )",25.8,"(+/- 6.1 )",25.7,"(+/- 4.5 )",27.4,"(+/- 6.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",61.9,"(+/- 19.9 )",37.3,"(+/- 17.8 )",47.8,"(+/- 25.1 )",26.3,"(+/- 16.4 )",40.7,"(+/- 15.7 )",22.8,"(+/- 14.2 )",34.3,"(+/- 18.2 )",34.7,"(+/- 20.7 )",34.3,"(+/- 17.0 )",28.9,"(+/- 18.5 )",55.0,"(+/- 22.2 )",28.4,"(+/- 20.5 )",14.2,"(+/- 8.4 )",55.5,"(+/- 18.5 )",28.5,"(+/- 15.7 )",34.2,"(+/- 23.5 )",30.0,"(+/- 18.1 )",26.4,"(+/- 15.7 )",33.4,"(+/- 19.9 )",46.0,"(+/- 13.3 )",21.1,"(+/- 16.9 )",27.2,"(+/- 18.2 )",22.2,"(+/- 14.9 )",36.7,"(+/- 13.9 )",28.4,"(+/- 19.3 )",33.5,"(+/- 13.6 )",60.3,"(+/- 16.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.2,"(+/- 1.3 )",14.4,"(+/- 1.1 )",15.7,"(+/- 1.1 )",8.3,"(+/- 1.1 )",22.2,"(+/- 2.0 )",12.6,"(+/- 1.2 )",11.0,"(+/- 1.2 )",11.3,"(+/- 1.2 )",14.5,"(+/- 1.4 )",16.3,"(+/- 1.8 )",11.7,"(+/- 1.1 )",10.8,"(+/- 1.1 )",13.0,"(+/- 1.2 )",15.7,"(+/- 1.1 )",13.1,"(+/- 1.5 )",9.1,"(+/- 0.9 )",13.4,"(+/- 1.1 )",9.6,"(+/- 0.9 )",11.9,"(+/- 1.3 )",16.1,"(+/- 1.6 )",11.1,"(+/- 1.2 )",10.7,"(+/- 1.2 )",11.9,"(+/- 1.4 )",19.1,"(+/- 1.7 )",13.7,"(+/- 1.4 )",13.1,"(+/- 1.3 )",13.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.7,"(+/- 3.2 )",21.4,"(+/- 2.6 )",16.1,"(+/- 2.5 )",9.5,"(+/- 2.0 )",29.9,"(+/- 4.6 )",17.3,"(+/- 3.5 )",12.0,"(+/- 2.5 )",17.7,"(+/- 3.8 )",20.3,"(+/- 3.4 )",23.8,"(+/- 3.8 )",19.0,"(+/- 3.7 )",15.4,"(+/- 2.8 )",15.1,"(+/- 3.2 )",20.7,"(+/- 2.7 )",18.8,"(+/- 3.4 )",13.7,"(+/- 3.1 )",20.0,"(+/- 3.0 )",13.4,"(+/- 2.8 )",19.0,"(+/- 3.8 )",23.1,"(+/- 3.8 )",15.8,"(+/- 2.9 )",12.1,"(+/- 2.7 )",13.1,"(+/- 2.9 )",22.9,"(+/- 3.9 )",17.3,"(+/- 3.1 )",17.4,"(+/- 3.0 )",12.7,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.2,"(+/- 3.3 )",21.2,"(+/- 2.6 )",15.4,"(+/- 2.6 )",9.1,"(+/- 2.1 )",29.3,"(+/- 4.6 )",16.6,"(+/- 3.6 )",11.7,"(+/- 2.3 )",16.9,"(+/- 3.7 )",20.2,"(+/- 3.4 )",23.6,"(+/- 3.9 )",18.7,"(+/- 3.7 )",15.0,"(+/- 2.7 )",14.8,"(+/- 3.2 )",20.5,"(+/- 2.7 )",18.5,"(+/- 3.4 )",13.4,"(+/- 3.0 )",19.6,"(+/- 3.0 )",13.0,"(+/- 2.8 )",18.8,"(+/- 3.7 )",22.7,"(+/- 3.9 )",15.6,"(+/- 2.8 )",11.6,"(+/- 2.7 )",12.6,"(+/- 2.8 )",22.9,"(+/- 3.9 )",16.9,"(+/- 3.1 )",17.3,"(+/- 3.0 )",12.5,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.0,"(+/- 5.7 )",20.7,"(+/- 4.9 )",15.8,"(+/- 4.0 )",12.1,"(+/- 5.2 )",29.7,"(+/- 6.7 )",17.1,"(+/- 5.9 )",13.6,"(+/- 4.1 )",24.4,"(+/- 7.7 )",23.7,"(+/- 4.8 )",27.3,"(+/- 7.0 )",23.5,"(+/- 7.4 )",14.4,"(+/- 4.8 )",11.7,"(+/- 4.9 )",21.3,"(+/- 5.2 )",21.1,"(+/- 4.7 )",13.4,"(+/- 4.7 )",24.4,"(+/- 6.2 )",15.1,"(+/- 4.3 )",18.8,"(+/- 5.8 )",24.4,"(+/- 6.5 )",13.7,"(+/- 4.1 )",11.4,"(+/- 3.9 )",13.1,"(+/- 4.4 )",28.4,"(+/- 6.3 )",19.2,"(+/- 6.1 )",18.6,"(+/- 5.4 )",18.3,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.5,"(+/- 3.3 )",21.4,"(+/- 3.0 )",15.3,"(+/- 2.7 )",8.0,"(+/- 1.9 )",29.2,"(+/- 5.2 )",16.4,"(+/- 4.1 )",11.0,"(+/- 2.4 )",14.5,"(+/- 3.5 )",19.1,"(+/- 3.6 )",22.3,"(+/- 4.0 )",17.3,"(+/- 3.7 )",15.2,"(+/- 3.0 )",15.9,"(+/- 3.8 )",20.3,"(+/- 2.8 )",17.6,"(+/- 3.7 )",13.4,"(+/- 3.4 )",18.1,"(+/- 3.2 )",12.2,"(+/- 3.1 )",18.8,"(+/- 4.1 )",22.2,"(+/- 4.0 )",16.3,"(+/- 2.9 )",11.7,"(+/- 2.9 )",12.5,"(+/- 3.0 )",20.7,"(+/- 4.2 )",16.2,"(+/- 3.2 )",16.8,"(+/- 3.1 )",10.1,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.3,"(+/- 1.0 )",12.4,"(+/- 1.0 )",15.6,"(+/- 1.1 )",8.0,"(+/- 1.0 )",20.0,"(+/- 1.6 )",11.6,"(+/- 0.9 )",10.8,"(+/- 1.2 )",10.0,"(+/- 0.9 )",12.8,"(+/- 1.1 )",13.9,"(+/- 1.6 )",10.4,"(+/- 0.9 )",9.7,"(+/- 0.8 )",12.6,"(+/- 1.1 )",14.4,"(+/- 1.0 )",11.6,"(+/- 1.2 )",8.0,"(+/- 0.6 )",12.0,"(+/- 0.9 )",8.7,"(+/- 0.8 )",10.5,"(+/- 1.1 )",14.1,"(+/- 1.2 )",9.9,"(+/- 0.9 )",10.5,"(+/- 1.1 )",11.6,"(+/- 1.3 )",18.0,"(+/- 1.5 )",12.9,"(+/- 1.2 )",12.0,"(+/- 1.1 )",13.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.4,"(+/- 1.5 )",9.7,"(+/- 1.3 )",8.3,"(+/- 1.2 )",6.9,"(+/- 1.5 )",15.9,"(+/- 2.4 )",9.0,"(+/- 1.2 )",7.9,"(+/- 1.6 )",7.5,"(+/- 1.2 )",14.0,"(+/- 2.6 )",11.1,"(+/- 2.3 )",6.8,"(+/- 0.9 )",10.0,"(+/- 1.2 )",12.0,"(+/- 1.4 )",15.4,"(+/- 2.2 )",9.6,"(+/- 1.7 )",6.8,"(+/- 0.9 )",8.7,"(+/- 1.1 )",9.0,"(+/- 1.2 )",8.5,"(+/- 1.3 )",16.0,"(+/- 2.6 )",9.8,"(+/- 1.1 )",12.1,"(+/- 2.0 )",16.6,"(+/- 2.6 )",25.7,"(+/- 2.8 )",16.1,"(+/- 1.7 )",14.9,"(+/- 1.7 )",21.3,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.3,"(+/- 1.5 )",12.2,"(+/- 1.4 )",10.4,"(+/- 1.2 )",5.9,"(+/- 1.2 )",18.4,"(+/- 2.7 )",8.6,"(+/- 1.4 )",7.5,"(+/- 1.2 )",8.6,"(+/- 1.5 )",12.4,"(+/- 1.6 )",14.9,"(+/- 2.1 )",8.8,"(+/- 1.3 )",7.9,"(+/- 1.1 )",8.8,"(+/- 1.4 )",12.2,"(+/- 1.4 )",10.6,"(+/- 1.7 )",6.9,"(+/- 1.2 )",10.3,"(+/- 1.3 )",7.0,"(+/- 1.1 )",9.8,"(+/- 1.6 )",14.1,"(+/- 1.9 )",8.6,"(+/- 1.3 )",7.2,"(+/- 1.4 )",9.2,"(+/- 1.5 )",15.9,"(+/- 1.9 )",10.5,"(+/- 1.6 )",10.5,"(+/- 1.5 )",9.2,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.2,"(+/- 1.9 )",23.6,"(+/- 2.6 )",33.2,"(+/- 2.9 )",18.0,"(+/- 2.1 )",33.5,"(+/- 2.7 )",26.6,"(+/- 2.1 )",22.4,"(+/- 2.6 )",20.9,"(+/- 1.8 )",25.5,"(+/- 3.2 )",23.7,"(+/- 2.9 )",22.8,"(+/- 2.1 )",21.6,"(+/- 1.8 )",23.3,"(+/- 2.0 )",26.0,"(+/- 2.0 )",24.0,"(+/- 2.5 )",18.0,"(+/- 1.8 )",25.6,"(+/- 2.4 )",19.6,"(+/- 2.0 )",19.7,"(+/- 2.2 )",25.0,"(+/- 2.4 )",20.1,"(+/- 2.1 )",21.0,"(+/- 2.1 )",23.8,"(+/- 2.6 )",32.0,"(+/- 2.8 )",31.0,"(+/- 2.9 )",29.8,"(+/- 2.6 )",25.6,"(+/- 2.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",180657,"(+/- 5639 )",165638,"(+/- 6303 )",198882,"(+/- 7452 )",203540,"(+/- 9614 )",185172,"(+/- 10405 )",155179,"(+/- 5634 )",198689,"(+/- 8037 )",148183,"(+/- 5591 )",235823,"(+/- 10309 )",214639,"(+/- 10325 )",131008,"(+/- 6943 )",169146,"(+/- 6453 )",138761,"(+/- 6645 )",203071,"(+/- 10219 )",183713,"(+/- 9568 )",182669,"(+/- 8945 )",131267,"(+/- 5745 )",158031,"(+/- 6680 )",147461,"(+/- 7047 )",191823,"(+/- 10620 )",160688,"(+/- 8566 )",160983,"(+/- 7895 )",185429,"(+/- 7313 )",177463,"(+/- 9661 )",167672,"(+/- 9629 )",185858,"(+/- 9049 )",169021,"(+/- 9866 )"
Education,"School Enrollment","Nursery school, preschool",9391,"(+/- 2182 )",7524,"(+/- 1647 )",8354,"(+/- 1879 )",12987,"(+/- 2665 )",8666,"(+/- 2286 )",10954,"(+/- 2169 )",8662,"(+/- 1686 )",6143,"(+/- 1409 )",8940,"(+/- 2060 )",11771,"(+/- 2976 )",5460,"(+/- 1796 )",7331,"(+/- 1485 )",9060,"(+/- 2112 )",12568,"(+/- 2642 )",9505,"(+/- 2176 )",10159,"(+/- 2311 )",6788,"(+/- 1975 )",8715,"(+/- 2133 )",7035,"(+/- 1570 )",8755,"(+/- 2082 )",8220,"(+/- 1555 )",10937,"(+/- 1877 )",10491,"(+/- 2124 )",9363,"(+/- 1984 )",7850,"(+/- 1952 )",12511,"(+/- 2543 )",11438,"(+/- 2351 )"
Education,"School Enrollment",Kindergarten,14004,"(+/- 2260 )",7276,"(+/- 1236 )",6108,"(+/- 1718 )",14040,"(+/- 3097 )",8619,"(+/- 1907 )",7373,"(+/- 1475 )",7524,"(+/- 1773 )",6073,"(+/- 1285 )",14633,"(+/- 2920 )",14326,"(+/- 2656 )",8295,"(+/- 2307 )",8796,"(+/- 1884 )",8178,"(+/- 1469 )",10459,"(+/- 2376 )",8214,"(+/- 1802 )",10410,"(+/- 2634 )",6722,"(+/- 1614 )",8180,"(+/- 1956 )",6565,"(+/- 1557 )",9768,"(+/- 2233 )",8523,"(+/- 1782 )",7727,"(+/- 2026 )",8439,"(+/- 1742 )",7810,"(+/- 1749 )",8368,"(+/- 1962 )",9404,"(+/- 2287 )",7526,"(+/- 1761 )"
